CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
CB024468,2,CB,9711071546,97,11,15,8,6,5,105,0,2,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C9100127,2,C9,9711071835,97,11,18,10,7,5,100,0,1,3,2,2,50,1,1,2,1,12,2,3,1,1,6,9,1,1
C9100127,2,C9,9711071835,97,11,18,10,7,5,100,0,1,3,2,2,50,1,1,2,1,12,2,6,1,1,3,9,1,1
CB024096,2,CB,9711071440,97,11,14,8,5,5,105,0,1,3,1,2,40,1,1,2,4,16,1,4,1,1,6,9,1,1
C8015294,2,C8,9711072000,97,11,20,11,7,5,106,0,2,3,2,2,50,1,1,2,4,16,1,4,1,1,6,11,4,1
C8015294,2,C8,9711072000,97,11,20,11,7,5,106,0,2,3,2,2,50,1,1,2,4,16,2,2,1,1,6,9,1,1
C6004429,2,C6,9706021640,97,6,16,9,6,1,108,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,5,1,1
CC033691,2,CC,9705141725,97,5,17,9,6,3,111,0,1,3,1,2,50,1,1,2,1,17,2,3,1,1,3,5,1,1
CG043651,2,CG,9706042250,97,6,22,12,8,3,114,0,1,3,2,2,50,1,1,2,1,15,1,6,1,1,4,9,1,1
CH039862,2,CH,9706040110,97,6,1,1,1,3,115,0,1,3,2,2,50,1,1,2,2,10,1,5,1,1,4,9,1,1
CE017807,2,CE,9705271400,97,5,14,8,5,2,116,0,2,1,1,2,40,1,1,1,4,17,1,1,4,3,8,20,3,1
CH039862,2,CH,9706040110,97,6,1,1,1,3,115,0,1,3,2,2,50,1,1,2,2,10,1,5,4,3,8,20,3,1
CH039862,2,CH,9706040110,97,6,1,1,1,3,115,0,1,3,2,2,50,1,1,2,2,10,2,4,4,3,8,20,3,2
C7009078,2,C7,9706030615,97,6,6,4,3,2,104,0,1,1,1,2,50,1,1,1,1,16,1,4,1,1,3,6,1,2
C7009078,2,C7,9706030615,97,6,6,4,3,2,104,0,1,1,1,2,50,1,1,1,1,16,2,3,1,1,6,9,1,1
C5002704,2,C5,9706050650,97,6,6,4,3,4,103,0,2,3,1,2,50,2,2,2,4,13,2,4,4,1,7,9,3,1
CG043036,2,CG,9706050705,97,6,7,4,3,4,114,0,1,3,1,2,40,1,1,2,2,15,1,6,1,1,4,9,1,1
C5002576,2,C5,9706031930,97,6,19,10,7,2,103,0,1,2,1,2,40,4,5,1,4,12,2,3,1,1,6,9,1,1
CG043122,2,CG,9705281700,97,5,17,9,6,3,114,0,1,2,1,2,50,1,1,2,1,15,2,4,1,1,6,9,1,1
CH040308,2,CH,9706031705,97,6,17,9,6,2,115,0,1,2,1,2,50,1,1,1,1,17,2,6,1,1,6,9,1,1
CC032233,2,CC,9706032047,97,6,20,11,7,2,111,0,1,3,2,2,50,1,1,2,1,12,1,6,1,1,3,8,1,1
CC032233,2,CC,9706032047,97,6,20,11,7,2,111,0,1,3,2,2,50,1,1,2,1,12,2,6,1,1,6,15,1,1
C8013680,2,C8,9706032030,97,6,20,11,7,2,106,0,1,3,2,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
CA018720,2,CA,9706031245,97,6,12,7,5,2,100,0,1,1,1,2,50,1,1,1,2,16,2,3,1,1,3,6,1,1
CD036686,2,CD,9706031240,97,6,12,7,5,2,112,0,1,1,1,2,40,1,1,1,4,9,2,9,4,3,8,16,3,1
C8014000,2,C8,9706031900,97,6,19,10,7,2,106,0,1,2,2,2,50,1,1,2,1,16,1,4,1,1,6,9,1,1
CH040290,2,CH,9706032025,97,6,20,11,7,2,115,0,1,3,2,2,50,1,1,1,2,15,1,3,1,1,6,9,1,1
CC033477,2,CC,9705241220,97,5,12,7,5,6,111,0,1,2,1,2,40,2,4,2,4,12,1,6,1,1,6,9,2,1
C7009080,2,C7,9706031600,97,6,16,9,6,2,104,0,2,1,1,2,50,1,1,1,1,16,2,2,1,1,8,20,3,2
CE045797,2,CE,9705201400,97,5,14,8,5,2,116,0,1,3,1,2,50,2,2,2,1,12,1,5,1,1,5,11,2,1
C8014197,2,C8,9706050735,97,6,7,4,3,4,106,0,1,3,1,2,50,1,1,2,1,16,1,6,1,1,4,6,1,1
C7009080,2,C7,9706031600,97,6,16,9,6,2,104,0,2,1,1,2,50,1,1,1,1,16,1,1,1,1,6,9,2,1
CA018720,2,CA,9706031245,97,6,12,7,5,2,100,0,1,1,1,2,50,1,1,1,2,16,2,4,1,1,6,9,1,1
CD010579,2,CD,9705210940,97,5,9,5,4,3,112,0,1,3,1,2,50,1,1,2,1,15,1,3,1,4,6,9,1,1
CD036686,2,CD,9706031240,97,6,12,7,5,2,112,0,1,1,1,2,40,1,1,1,4,9,1,4,1,1,3,5,2,1
C7009208,2,C7,9706050835,97,6,8,5,3,4,104,0,1,3,1,2,50,1,1,2,1,12,2,4,1,1,6,8,1,1
CH039927,2,CH,9706050825,97,6,8,5,3,4,115,0,1,3,1,2,50,2,4,2,3,17,1,4,1,1,6,9,1,1
C5002415,2,C5,9706040100,97,6,1,1,1,3,103,0,1,2,2,2,50,1,1,2,2,17,1,3,1,1,6,9,1,1
CF039063,2,CF,9706032105,97,6,21,11,8,2,116,0,1,3,2,2,50,4,4,2,4,16,1,3,1,1,6,9,1,1
CD010589,2,CD,9706030840,97,6,8,5,3,2,112,0,1,1,1,2,50,2,4,1,4,3,1,3,1,1,6,9,1,1
CB021293,2,CB,9705290010,97,5,0,1,1,4,105,0,2,3,2,2,50,2,2,2,3,17,2,3,1,1,8,20,3,2
CH040303,2,CH,9705080735,97,5,7,4,3,4,115,0,1,2,1,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CH040300,2,CH,9704211600,97,4,16,9,6,1,115,0,2,2,1,3,30,4,6,2,4,16,1,1,4,3,8,20,3,2
CC033531,2,CC,9706032300,97,6,23,12,8,2,111,0,1,2,2,2,50,2,2,2,4,17,1,3,1,1,3,15,1,1
C8013679,2,C8,9706031910,97,6,19,10,7,2,106,0,2,3,2,2,50,2,4,2,4,16,1,2,1,1,6,9,1,1
C8013679,2,C8,9706031910,97,6,19,10,7,2,106,0,2,3,2,2,50,2,4,2,4,16,1,3,4,3,8,20,3,2
C5001644,2,C5,9705110930,97,5,9,5,4,7,103,0,2,3,1,2,40,1,1,2,1,15,1,3,1,1,6,9,1,1
CG043053,2,CG,9705142200,97,5,22,12,8,3,114,0,1,3,2,2,50,1,1,2,2,12,1,2,1,1,6,9,1,1
CG043144,2,CG,9705201720,97,5,17,9,6,2,114,0,1,3,1,2,40,1,1,2,4,16,2,3,1,1,6,9,1,1
C6004215,2,C6,9706020645,97,6,6,4,3,1,108,0,3,1,1,2,50,4,6,1,4,17,1,5,1,1,6,9,1,1
CC033693,2,CC,9705210920,97,5,9,5,4,3,111,0,1,3,1,2,50,4,5,2,4,12,1,4,4,1,9,9,4,1
C5002478,2,C5,9706050920,97,6,9,5,4,4,103,0,1,3,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
C9017514,2,C9,9705241215,97,5,12,7,5,6,100,0,1,3,1,2,50,1,1,2,1,12,1,4,1,1,4,5,1,1
CA018758,2,CA,9705140730,97,5,7,4,3,3,100,0,2,3,1,2,50,4,6,2,4,17,1,6,1,1,3,14,1,1
CH039916,2,CH,9705141210,97,5,12,7,5,3,115,0,2,3,1,2,50,1,1,2,4,15,1,6,1,1,4,15,1,1
CD036407,2,CD,9705150730,97,5,7,4,3,4,112,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,3,9,1,1
CI027362,2,CI,9706021346,97,6,13,7,5,1,110,0,1,1,1,2,40,1,1,1,4,12,1,5,1,1,5,4,1,1
C8014075,2,C8,9705202220,97,5,22,12,8,2,106,0,1,3,3,2,50,1,1,2,2,17,1,4,1,1,4,6,1,1
CC100717,2,CC,9711071632,97,11,16,9,6,5,111,0,2,3,1,2,50,2,4,2,4,3,2,2,4,3,8,16,3,2
C7006171,2,C7,9711072120,97,11,21,11,8,5,104,0,1,3,2,2,50,2,4,1,4,17,2,3,1,1,6,9,1,1
C7101674,2,C7,9711072120,97,11,21,11,8,5,104,0,1,3,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
C8101276,2,C8,9711072015,97,11,20,11,7,5,106,0,3,3,2,2,30,1,1,2,2,15,1,5,1,1,4,9,1,1
C8101276,2,C8,9711072015,97,11,20,11,7,5,106,0,3,3,2,2,30,1,1,2,2,15,2,3,4,3,8,20,3,2
C8101276,2,C8,9711072015,97,11,20,11,7,5,106,0,3,3,2,2,30,1,1,2,2,15,2,4,4,3,8,20,3,2
C8101276,2,C8,9711072015,97,11,20,11,7,5,106,0,3,3,2,2,30,1,1,2,2,15,1,5,1,1,4,9,1,1
CD106111,2,CD,9711071930,97,11,19,10,7,5,112,0,1,3,2,2,50,1,1,2,4,17,2,6,1,4,6,6,1,1
C7102276,2,C7,9711081040,97,11,10,6,4,6,104,0,1,1,1,2,50,1,1,1,2,12,1,3,1,1,1,9,1,1
C7102276,2,C7,9711081040,97,11,10,6,4,6,104,0,1,1,1,2,50,1,1,1,2,12,1,6,1,1,6,1,4,1
CA018977,2,CA,9711080800,97,11,8,5,3,6,100,0,2,3,1,2,50,1,1,2,4,16,2,7,1,1,6,9,1,1
C7102277,2,C7,9711081320,97,11,13,7,5,6,104,0,1,1,1,2,50,2,4,1,4,17,1,4,1,1,1,13,1,1
C7102277,2,C7,9711081320,97,11,13,7,5,6,104,0,1,1,1,2,50,2,4,1,4,17,1,3,1,1,6,9,4,1
C8100594,2,C8,9711081050,97,11,10,6,4,6,106,0,1,1,1,2,40,1,1,1,4,15,1,3,1,1,6,9,1,1
CH101060,2,CH,9711071520,97,11,15,8,6,5,115,0,2,3,1,2,50,1,1,2,3,16,1,4,1,1,6,9,1,1
CG100868,2,CG,9711081000,97,11,10,6,4,6,114,0,1,2,1,2,40,1,1,2,4,15,1,5,1,1,6,9,4,1
CG100868,2,CG,9711081000,97,11,10,6,4,6,114,0,1,2,1,2,40,1,1,2,4,15,1,6,1,1,4,9,1,1
CG100869,2,CG,9711081120,97,11,11,6,4,6,114,0,1,1,1,2,50,1,1,1,4,17,1,4,1,1,6,9,1,1
CC101082,2,CC,9711092140,97,11,21,11,8,7,111,0,1,1,1,2,50,2,4,1,3,3,1,9,4,3,8,20,3,2
CI029156,2,CI,9711092150,97,11,21,11,8,7,110,0,1,1,2,2,50,1,1,1,3,12,2,4,1,1,6,9,4,1
CG100508,2,CG,9711092155,97,11,21,11,8,7,114,0,2,1,2,2,50,1,1,1,1,10,1,3,1,1,6,15,1,1
C9100128,2,C9,9711092155,97,11,21,11,8,7,100,0,1,1,2,2,50,1,4,1,4,12,1,4,1,1,3,8,1,1
C9100128,2,C9,9711092155,97,11,21,11,8,7,100,0,1,1,2,2,50,1,4,1,4,12,1,6,1,1,6,9,1,1
CG100508,2,CG,9711092155,97,11,21,11,8,7,114,0,2,1,2,2,50,1,1,1,1,10,1,3,1,1,6,9,1,1
CG100508,2,CG,9711092155,97,11,21,11,8,7,114,0,2,1,2,2,50,1,1,1,1,10,2,3,4,3,8,20,3,2
C9100160,2,C9,9711071645,97,11,16,9,6,5,100,0,1,3,1,2,50,1,3,1,1,12,1,7,1,1,3,6,1,1
C6100401,2,C6,9711072000,97,11,20,11,7,5,108,0,2,3,2,2,50,2,4,2,4,13,1,4,1,1,3,9,1,1
C6100401,2,C6,9711072000,97,11,20,11,7,5,108,0,2,3,2,2,50,2,4,2,4,13,2,5,1,1,6,9,2,1
CD106205,2,CD,9711110850,97,11,8,5,3,2,112,0,1,1,1,2,50,1,4,1,3,17,1,4,1,1,3,5,1,1
CD106205,2,CD,9711110850,97,11,8,5,3,2,112,0,1,1,1,2,50,1,4,1,3,17,2,6,4,3,7,15,3,1
CB023187,2,CB,9711110855,97,11,8,5,3,2,105,0,1,1,1,2,50,1,1,1,2,17,1,6,1,1,4,6,1,1
CB023187,2,CB,9711110855,97,11,8,5,3,2,105,0,1,1,1,2,50,1,1,1,2,17,1,3,1,1,6,9,1,1
C6103752,2,C6,9711070620,97,11,6,4,3,5,108,0,1,3,1,2,50,1,1,2,2,10,1,3,1,1,3,9,1,2
CD100397,2,CD,9711061616,97,11,16,9,6,4,112,0,1,3,1,2,50,1,1,2,2,16,1,2,1,4,6,9,1,1
C8100272,2,C8,9709050920,97,9,9,5,4,5,106,0,1,3,1,2,50,2,4,2,3,9,2,5,3,4,6,1,4,2
CG045139,2,CG,9711071810,97,11,18,10,7,5,114,0,1,3,2,2,50,1,1,2,2,3,2,4,1,1,3,5,1,1
C7102138,2,C7,9710180725,97,10,7,4,3,6,104,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,3,5,1,1
C7101946,2,C7,9711071330,97,11,13,7,5,5,104,0,1,3,1,2,50,1,1,2,4,16,1,4,1,1,3,9,1,1
C5102482,2,C5,9711110730,97,11,7,4,3,2,103,0,2,1,1,2,50,1,1,1,2,16,2,5,1,1,6,5,1,1
C5102482,2,C5,9711110730,97,11,7,4,3,2,103,0,2,1,1,2,50,1,1,1,2,16,1,3,1,1,5,1,4,1
CA100386,2,CA,9711101140,97,11,11,6,4,1,100,0,1,1,1,2,50,1,1,1,1,17,1,3,1,1,5,6,1,1
C5102482,2,C5,9711110730,97,11,7,4,3,2,103,0,2,1,1,2,50,1,1,1,2,16,1,1,4,3,8,20,3,2
C7102064,2,C7,9711120230,97,11,2,2,1,3,104,0,2,1,2,2,40,1,1,1,4,15,1,7,1,1,7,9,3,1
C7102064,2,C7,9711120230,97,11,2,2,1,3,104,0,2,1,2,2,40,1,1,1,4,15,2,3,1,1,6,9,1,1
CH101305,2,CH,9711111830,97,11,18,10,7,2,115,0,1,1,2,2,50,1,1,1,4,17,1,4,1,1,6,9,1,1
CH101305,2,CH,9711111830,97,11,18,10,7,2,115,0,1,1,2,2,50,1,1,1,4,17,2,4,4,3,8,19,3,1
C5102750,2,C5,9711101052,97,11,10,6,4,1,103,0,1,1,1,2,50,1,1,1,2,17,1,5,3,4,3,11,4,2
CB024589,2,CB,9711111734,97,11,17,9,6,2,105,0,1,1,2,2,50,1,1,1,2,12,1,2,1,1,6,9,1,1
C8101050,2,C8,9711090315,97,11,3,2,2,7,106,0,2,1,2,2,40,1,1,1,4,15,1,5,1,1,4,9,1,1
CG102408,2,CG,9711100820,97,11,8,5,3,1,114,0,1,1,1,2,50,1,1,1,2,13,1,4,1,1,6,12,1,1
CC100663,2,CC,9711042140,97,11,21,11,8,2,111,0,2,3,2,2,50,2,5,2,2,12,2,1,1,1,8,20,3,2
C6103816,2,C6,9711092355,97,11,23,12,8,7,108,0,1,1,2,2,50,1,1,1,2,15,1,3,1,1,6,9,1,1
CF100653,2,CF,9711090420,97,11,4,3,2,7,116,0,1,1,1,2,40,2,4,1,4,12,1,8,3,4,3,13,4,2
CF100653,2,CF,9711090420,97,11,4,3,2,7,116,0,1,1,1,2,40,2,4,1,4,12,1,4,3,4,3,13,4,2
CF100653,2,CF,9711090420,97,11,4,3,2,7,116,0,1,1,1,2,40,2,4,1,4,12,1,6,3,4,3,13,4,2
CF100653,2,CF,9711090420,97,11,4,3,2,7,116,0,1,1,1,2,40,2,4,1,4,12,2,6,3,4,3,13,4,2
CE103072,2,CE,9706020930,97,6,9,5,4,1,116,0,1,1,1,2,50,2,6,1,4,17,2,4,1,1,3,11,1,1
CC032212,2,CC,9705311546,97,5,15,8,6,6,111,0,3,2,1,2,50,2,4,2,4,16,2,6,2,1,6,5,2,1
CI026816,2,CI,9706040720,97,6,7,4,3,3,110,0,1,3,1,2,50,1,1,2,1,16,2,5,1,1,6,9,1,1
C8011104,2,C8,9705200800,97,5,8,5,3,2,106,0,1,3,1,2,40,1,1,2,4,15,1,5,1,1,6,9,1,1
C6003510,2,C6,9706151330,97,6,13,7,5,7,108,0,1,2,1,2,40,2,4,1,4,13,1,6,1,1,6,11,1,1
CD036431,2,CD,9706021240,97,6,12,7,5,1,112,0,1,3,1,2,50,2,4,2,4,11,1,4,3,4,3,1,1,1
CD036431,2,CD,9706021240,97,6,12,7,5,1,112,0,1,3,1,2,50,2,4,2,4,11,1,7,3,4,6,9,1,1
C5002678,2,C5,9706040725,97,6,7,4,3,3,103,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,3,4,1,1
C5002678,2,C5,9706040725,97,6,7,4,3,3,103,0,1,3,1,2,50,1,1,2,1,12,2,6,1,1,6,9,1,1
CB021717,2,CB,9705312300,97,5,23,12,8,6,105,0,2,3,2,2,50,1,1,2,2,17,2,5,1,1,3,11,1,1
C7007770,2,C7,9705201800,97,5,18,10,7,2,104,0,1,3,1,2,30,1,1,2,1,12,2,4,1,1,6,5,1,1
C8013911,2,C8,9706021235,97,6,12,7,5,1,106,0,2,2,1,2,50,2,4,2,4,12,1,5,1,1,6,9,1,1
CD035716,2,CD,9705250300,97,5,3,2,2,7,112,0,1,3,2,2,50,4,4,2,4,11,1,3,1,1,3,6,1,1
C6003380,2,C6,9706021155,97,6,11,6,4,1,108,0,1,2,1,2,50,1,1,2,1,16,1,3,1,1,3,5,1,1
C5002413,2,C5,9706020600,97,6,6,4,3,1,103,0,3,2,1,2,50,1,1,2,2,15,1,6,1,1,6,9,2,1
C7009314,2,C7,9706040830,97,6,8,5,3,3,104,0,1,3,1,2,50,2,4,2,4,17,2,3,1,1,6,9,1,1
C7008512,2,C7,9705022205,97,5,22,12,8,5,104,0,1,3,3,2,50,1,1,2,1,11,1,3,1,1,3,5,1,1
CH040010,2,CH,9706031333,97,6,13,7,5,2,115,0,1,1,1,2,50,4,4,1,4,12,1,5,1,1,5,13,1,1
CC033682,2,CC,9706040938,97,6,9,5,4,3,111,0,2,3,1,2,50,4,5,2,4,12,2,3,1,1,6,9,1,1
CA018803,2,CA,9706041000,97,6,10,6,4,3,100,0,1,3,1,2,50,1,1,2,2,15,1,7,1,1,6,9,1,1
CC033482,2,CC,9706040913,97,6,9,5,4,3,111,0,2,3,1,2,50,1,1,2,1,12,1,3,1,1,6,7,1,1
CC033482,2,CC,9706040913,97,6,9,5,4,3,111,0,2,3,1,2,50,1,1,2,1,12,1,4,1,1,6,9,1,1
CI027248,2,CI,9706040830,97,6,8,5,3,3,110,0,5,3,1,2,50,1,1,2,4,13,2,3,1,1,6,9,1,1
CI027248,2,CI,9706040830,97,6,8,5,3,3,110,0,5,3,1,2,50,1,1,2,4,13,1,3,1,1,6,9,1,1
CI027248,2,CI,9706040830,97,6,8,5,3,3,110,0,5,3,1,2,50,1,1,2,4,13,2,3,4,3,8,20,3,2
CI027248,2,CI,9706040830,97,6,8,5,3,3,110,0,5,3,1,2,50,1,1,2,4,13,1,4,1,1,6,9,1,1
CI027248,2,CI,9706040830,97,6,8,5,3,3,110,0,5,3,1,2,50,1,1,2,4,13,2,4,4,3,8,20,3,2
C7009611,2,C7,9706040846,97,6,8,5,3,3,104,0,1,2,1,2,50,2,4,2,4,12,1,4,1,1,6,9,1,1
CA018605,2,CA,9706041045,97,6,10,6,4,3,100,0,1,3,1,2,50,1,1,2,2,13,1,6,1,1,3,8,1,1
CG043232,2,CG,9706041035,97,6,10,6,4,3,114,0,1,3,1,2,50,1,1,2,2,16,1,7,1,1,4,5,1,1
CG043125,2,CG,9706041030,97,6,10,6,4,3,114,0,1,3,1,2,40,1,1,2,4,16,2,6,1,1,6,9,2,1
CG043232,2,CG,9706041035,97,6,10,6,4,3,114,0,1,3,1,2,50,1,1,2,2,16,2,2,1,1,6,9,1,1
CE103073,2,CE,9706041240,97,6,12,7,5,3,116,0,1,3,1,2,50,1,6,2,2,17,1,3,1,1,6,9,1,1
CE103073,2,CE,9706041240,97,6,12,7,5,3,116,0,1,3,1,2,50,1,6,2,2,17,1,5,1,1,4,9,1,1
C8013767,2,C8,9706021850,97,6,18,10,7,1,106,0,1,1,2,2,50,1,1,1,2,16,1,3,1,1,3,3,1,1
CC032607,2,CC,9705151025,97,5,10,6,4,4,111,0,1,3,1,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CD010367,2,CD,9706022010,97,6,20,11,7,1,112,0,1,3,2,2,60,1,1,2,1,16,1,3,1,1,3,6,4,1
C7009112,2,C7,9705152120,97,5,21,11,8,4,104,0,1,3,2,2,30,1,1,2,1,16,2,4,1,1,3,6,4,1
C7009556,2,C7,9706041020,97,6,10,6,4,3,104,0,1,3,1,2,50,1,2,2,1,13,2,3,1,1,6,9,1,1
CG043008,2,CG,9705160830,97,5,8,5,3,5,114,0,2,3,1,2,50,2,4,2,4,12,1,5,1,1,6,5,1,1
CD010580,2,CD,9705261700,97,5,17,9,6,1,112,0,1,3,1,2,50,2,4,2,4,13,1,3,1,4,6,9,1,1
CG044036,2,CG,9705102205,97,5,22,12,8,6,114,0,1,2,2,2,50,1,1,2,2,15,1,7,1,1,3,1,1,1
C7008990,2,C7,9705221735,97,5,17,9,6,4,104,0,2,1,1,2,50,1,1,1,4,3,1,4,1,1,6,9,1,1
CD045971,2,CD,9705161530,97,5,15,8,6,5,112,0,2,3,1,2,50,2,4,2,1,16,1,3,1,1,6,9,1,1
C5002588,2,C5,9705211740,97,5,17,9,6,3,103,0,2,3,1,2,50,2,4,2,4,3,2,5,4,3,8,16,3,1
CG042842,2,CG,9706021834,97,6,18,10,7,1,114,0,1,1,1,2,50,2,3,1,4,16,2,5,1,4,6,9,1,1
CI026627,2,CI,9706020920,97,6,9,5,4,1,110,0,2,1,1,2,50,1,1,1,4,16,2,6,1,1,6,9,1,1
C8014251,2,C8,9705300905,97,5,9,5,4,5,106,0,1,3,1,2,50,1,1,2,1,15,1,5,1,1,4,9,1,1
C6003382,2,C6,9706050830,97,6,8,5,3,4,108,0,1,3,1,2,50,1,1,2,1,13,2,4,1,1,6,9,1,1
C6003382,2,C6,9706050830,97,6,8,5,3,4,108,0,1,3,1,2,50,1,1,2,1,13,2,6,1,1,6,9,1,1
CG042952,2,CG,9706051620,97,6,16,9,6,4,114,0,1,3,1,2,30,1,1,2,2,16,1,3,1,2,6,9,1,1
CA018724,2,CA,9706051450,97,6,14,8,5,4,100,0,1,3,1,2,50,1,8,2,1,1,1,8,4,3,8,20,3,2
CB022073,2,CB,9706051638,97,6,16,9,6,4,105,0,1,3,1,2,50,1,1,2,1,13,1,8,1,1,6,8,1,1
C6003381,2,C6,9706050650,97,6,6,4,3,4,108,0,1,3,1,2,50,1,1,2,4,16,2,6,1,1,6,9,1,1
C9017590,2,C9,9706052210,97,6,22,12,8,4,100,0,1,2,2,2,50,2,4,2,1,13,1,3,1,1,6,9,1,1
C7005975,2,C7,9706010550,97,6,5,3,2,7,104,0,1,3,1,2,40,1,1,2,2,16,2,6,1,1,3,5,1,1
C5002799,2,C5,9706022345,97,6,23,12,8,1,103,0,2,1,2,2,50,1,1,1,2,17,1,7,3,4,3,9,1,1
CH040290,2,CH,9706032025,97,6,20,11,7,2,115,0,1,3,2,2,50,1,1,1,2,15,1,5,1,1,3,12,1,1
CG044768,2,CG,9706041120,97,6,11,6,4,3,114,0,1,3,1,2,50,1,1,2,2,12,1,4,1,1,3,6,1,1
CC033512,2,CC,9705192122,97,5,21,11,8,1,111,0,1,2,2,2,50,1,1,1,2,16,1,3,1,1,3,5,1,1
C6004340,2,C6,9705251510,97,5,15,8,6,7,108,0,3,2,1,2,50,1,1,2,1,12,1,3,1,1,6,8,1,1
C6004340,2,C6,9705251510,97,5,15,8,6,7,108,0,3,2,1,2,50,1,1,2,1,12,2,3,1,1,6,6,1,1
CF039012,2,CF,9706041700,97,6,17,9,6,3,116,0,1,3,1,2,50,1,1,2,2,16,2,4,1,1,6,9,1,1
CE037380,2,CE,9706041345,97,6,13,7,5,3,116,0,1,3,1,2,50,1,1,2,4,16,2,5,1,1,3,5,1,1
CA018805,2,CA,9706041600,97,6,16,9,6,3,100,0,3,3,1,2,50,2,4,2,4,16,2,6,4,3,8,16,3,2
CA018805,2,CA,9706041600,97,6,16,9,6,3,100,0,3,3,1,2,50,2,4,2,4,16,2,6,4,3,8,20,3,2
C9017625,2,C9,9705171844,97,5,18,10,7,6,100,0,2,3,2,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
CE017714,2,CE,9706041825,97,6,18,10,7,3,116,0,2,3,1,2,50,1,1,2,2,16,2,3,3,4,6,9,1,1
C7009580,2,C7,9706041545,97,6,15,8,6,3,104,0,2,2,1,2,50,1,1,2,1,13,1,6,1,1,4,5,1,1
C7008987,2,C7,9705170830,97,5,8,5,3,6,104,0,1,3,1,2,50,1,1,2,3,16,1,8,1,1,6,11,1,1
CE017714,2,CE,9706041825,97,6,18,10,7,3,116,0,2,3,1,2,50,1,1,2,2,16,1,3,4,3,8,20,3,2
C7009580,2,C7,9706041545,97,6,15,8,6,3,104,0,2,2,1,2,50,1,1,2,1,13,1,4,1,1,6,13,1,1
C8013840,2,C8,9706041800,97,6,18,10,7,3,106,0,1,3,1,2,50,1,4,2,2,12,1,4,1,1,3,9,1,1
CA018722,2,CA,9706041845,97,6,18,10,7,3,100,0,2,3,2,2,50,1,1,2,1,11,1,2,1,1,6,5,1,1
CA018722,2,CA,9706041845,97,6,18,10,7,3,100,0,2,3,2,2,50,1,1,2,1,11,1,3,1,1,6,9,1,1
C7009580,2,C7,9706041545,97,6,15,8,6,3,104,0,2,2,1,2,50,1,1,2,1,13,1,7,4,3,8,20,3,1
C9017699,2,C9,9706041820,97,6,18,10,7,3,100,0,2,3,1,2,50,1,1,2,4,3,2,6,1,1,6,9,2,1
C9017699,2,C9,9706041820,97,6,18,10,7,3,100,0,2,3,1,2,50,1,1,2,4,3,2,3,4,3,8,16,3,2
CC031941,2,CC,9706041805,97,6,18,10,7,3,111,0,1,3,2,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CA018722,2,CA,9706041845,97,6,18,10,7,3,100,0,2,3,2,2,50,1,1,2,1,11,2,3,4,3,8,20,3,1
C9016640,2,C9,9706041810,97,6,18,10,7,3,100,0,1,3,2,2,50,1,1,2,1,12,1,6,1,1,6,9,1,1
C5002417,2,C5,9706041910,97,6,19,10,7,3,103,0,1,3,2,2,50,1,1,2,2,12,1,8,1,1,3,8,1,1
CF038867,2,CF,9705291452,97,5,14,8,5,4,116,0,1,3,1,2,50,2,4,2,4,12,1,6,1,1,3,14,1,1
C5002417,2,C5,9706041910,97,6,19,10,7,3,103,0,1,3,2,2,50,1,1,2,2,12,1,6,1,1,6,9,1,1
CI026548,2,CI,9706041725,97,6,17,9,6,3,110,0,2,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CI026548,2,CI,9706041725,97,6,17,9,6,3,110,0,2,3,1,2,50,2,4,2,4,12,2,3,1,3,8,20,3,2
CB021864,2,CB,9706040946,97,6,9,5,4,3,105,0,3,3,1,2,50,2,4,2,4,7,1,3,1,1,6,9,1,1
CB021864,2,CB,9706040946,97,6,9,5,4,3,105,0,3,3,1,2,50,2,4,2,4,7,1,6,4,3,8,20,3,1
CB021864,2,CB,9706040946,97,6,9,5,4,3,105,0,3,3,1,2,50,2,4,2,4,7,2,3,4,3,8,20,3,1
CD046016,2,CD,9706042000,97,6,20,11,7,3,112,0,1,3,2,2,60,2,3,2,4,12,1,2,1,1,6,9,1,1
CG042677,2,CG,9706041035,97,6,10,6,4,3,114,0,2,3,1,2,50,1,1,2,1,12,2,4,1,1,6,9,2,1
CE103284,2,CE,9706042130,97,6,21,11,8,3,116,0,2,3,2,2,50,1,6,2,4,17,1,3,1,1,6,9,1,1
